Rk,Player,Nation,Pos,Squad,Age,Born,90s,Matches,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK_dup,TB,Sw,TI,CK,In,Out,Str,Off_dup,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh_dup,Fld_dup,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_dup,Tkl%,Lost_dup,Blocks_dup,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_dup,Mid 3rd_dup,Att 3rd_dup,Att Pen,Live_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_dup,PrgDist_dup,PrgC,1/3_dup,CPA,Mis,Dis,Rec,PrgR
84,Jayden Braaf,nl NED,"MF,FW",Hellas Verona,19,2002,3.2,Matches,1,0,0,8,1,3,5,2,3,0,0,0,13,0,5,0.0,0,9,3,33.3,2.81,0.94,0.00,0.00,16.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,60,78,76.9,849,192,41,44,93.2,13,17,76.5,4,6,66.7,0,0.1,0.1,-0.1,2,5,0,0,5,76,1,1,0,0,0,0,0,0,0,1,6,10,3.14,6,0,3,0,0,0,0,0.00,0,0,0,0,0,0,5,2,3,0,0,24,,0,1,1,7,1,0,129,1,16,63,54,16,129,15,62.5,8,33.3,89,694,294,10,9,5,13,15,91,29
85,Domagoj Bradarić,hr CRO,DF,Salernitana,22,1999,25.0,Matches,5,0,0,17,20,4,68,21,19,0,0,0,154,14,25,35.9,0,7,0,0.0,0.28,0.00,0.00,,23.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2,857,1155,74.2,13414,4480,462,535,86.4,315,414,76.1,55,144,38.2,3,2.3,1.5,+0.7,17,40,17,9,52,898,254,37,0,6,212,5,1,1,0,3,28,42,1.68,34,2,1,5,1,1,5,0.20,5,0,0,0,0,0,26,14,8,4,7,50,43.8,9,20,15,47,44,0,1352,50,398,609,368,22,1352,17,34.0,28,56.0,706,4295,2396,63,46,8,27,10,744,107
86,Josip Brekalo,hr CRO,"FW,MF",Fiorentina,24,1998,2.5,Matches,1,0,0,3,5,0,10,1,1,0,0,0,13,0,6,0.0,0,5,0,0.0,1.97,0.00,0.00,,22.5,0,0,0,0.7,0.7,0.13,-0.7,-0.7,76,100,76.0,1424,365,28,33,84.8,33,41,80.5,13,18,72.2,0,0.5,0.5,-0.5,8,7,11,3,18,98,2,0,0,1,1,1,1,0,0,0,4,16,6.29,10,0,2,0,2,1,0,0.00,0,0,0,0,0,0,2,0,1,1,1,10,25.0,3,1,1,3,1,0,127,0,10,49,71,8,127,6,60.0,2,20.0,82,823,342,11,10,2,7,6,98,31
87,Gleison Bremer,br BRA,DF,Juventus,25,1997,29.3,Matches,6,0,0,29,11,1,0,42,20,0,1,0,180,79,50,61.2,4,32,7,21.9,1.09,0.24,0.13,0.57,9.3,0,0,0,4.9,4.9,0.15,-0.9,-0.9,1503,1668,90.1,29183,9314,501,541,92.6,832,880,94.5,160,217,73.7,1,1.7,0.6,-0.7,9,38,1,0,54,1607,59,22,0,8,3,0,0,0,0,2,10,27,0.92,21,0,0,22,0,1,1,0.03,0,0,0,1,0,0,29,23,5,1,19,7,73.1,7,44,22,71,120,2,1994,287,1100,827,76,50,1994,3,42.9,4,57.1,1146,4727,2297,8,6,0,18,8,1304,4
88,Dylan Bronn,tn TUN,DF,Salernitana,27,1995,18.7,Matches,5,1,0,29,10,0,7,20,18,0,1,0,109,34,23,59.6,0,8,1,12.5,0.43,0.05,0.00,0.00,15.8,0,0,0,0.7,0.7,0.08,-0.7,-0.7,855,1007,84.9,15486,6081,355,387,91.7,407,443,91.9,82,137,59.9,0,0.4,0.8,-0.4,5,62,4,1,70,942,59,37,1,13,22,0,0,0,0,6,9,14,0.75,12,0,0,20,0,0,2,0.11,2,0,0,0,0,0,34,17,16,1,20,11,66.7,10,32,12,54,58,1,1197,106,563,590,48,10,1197,6,54.5,3,27.3,638,2651,1487,10,6,0,7,2,759,5
89,Marcelo Brozović,hr CRO,MF,Inter,29,1992,19.7,Matches,8,0,0,24,13,0,45,22,22,0,0,0,141,6,12,33.3,3,25,7,28.0,1.27,0.36,0.12,0.43,21.1,1,0,0,2.5,2.5,0.10,+0.5,+0.5,1318,1502,87.7,23163,6319,585,621,94.2,591,648,91.2,114,176,64.8,5,2.8,1.8,+2.2,23,102,18,5,114,1405,94,60,3,13,8,26,11,10,0,3,13,58,2.95,42,8,1,7,0,0,8,0.41,8,0,0,0,0,0,37,13,22,2,11,27,29.7,26,23,16,59,28,0,1696,81,439,987,291,22,1696,16,59.3,9,33.3,1085,5689,2299,29,30,7,19,6,1218,35
90,Cristian Buonaiuto,it ITA,"MF,FW",Cremonese,29,1992,10.9,Matches,3,0,0,17,23,1,70,14,16,1,0,0,65,6,22,21.4,1,42,11,26.2,3.86,1.01,0.00,0.00,19.7,6,1,1,3.3,2.5,0.06,-2.3,-2.5,304,465,65.4,4751,1632,159,191,83.2,100,148,67.6,27,84,32.1,0,1.8,1.7,-1.8,17,31,15,4,39,383,80,17,1,5,15,39,23,12,0,2,11,60,5.50,26,10,9,0,4,2,2,0.18,0,0,0,1,1,0,25,8,11,6,12,47,46.2,14,11,11,39,7,0,652,11,62,282,319,49,651,20,42.6,23,48.9,395,2208,974,35,29,9,36,28,421,89
91,Alessandro Buongiorno,it ITA,DF,Torino,23,1999,30.2,Matches,8,0,0,64,38,0,8,60,25,0,0,0,167,99,52,65.6,1,20,1,5.0,0.66,0.03,0.05,1.00,8.6,0,0,0,2.2,2.2,0.11,-1.2,-1.2,1332,1573,84.7,22243,6857,578,643,89.9,671,750,89.5,57,113,50.4,2,1.3,1.0,+0.7,8,70,5,3,81,1527,41,30,1,3,6,0,0,0,0,5,21,22,0.73,17,0,0,19,1,2,4,0.13,3,0,0,1,0,0,38,22,16,0,16,16,51.6,15,38,19,98,105,2,1938,161,860,976,110,33,1938,6,37.5,7,43.8,986,4659,2324,13,16,2,33,6,1180,19
92,Leonardo Buta,pt POR,DF,Udinese,20,2002,0.2,Matches,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,10,13,76.9,166,54,6,6,100.0,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,12,1,0,0,0,1,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,1,0,0,14,0,2,7,5,0,14,0,,0,,10,66,43,1,0,0,0,0,12,1
93,Arthur Cabral,br BRA,FW,Fiorentina,24,1998,15.9,Matches,4,0,0,26,18,2,4,1,2,0,1,0,39,49,49,50.0,8,52,20,38.5,3.27,1.26,0.12,0.30,13.1,0,2,2,7.9,6.3,0.12,+0.1,-0.3,183,271,67.5,2376,416,118,155,76.1,41,52,78.8,9,14,64.3,1,0.8,0.9,+0.2,14,3,7,0,21,253,16,0,1,1,3,0,0,0,0,2,14,36,2.26,26,0,2,1,3,0,2,0.13,1,0,0,1,0,0,9,1,4,4,4,35,50.0,4,10,9,10,12,0,489,14,36,168,289,102,487,15,42.9,17,48.6,270,1438,397,11,14,9,60,24,361,86
94,Liberato Cacace,nz NZL,DF,Empoli,21,2000,6.5,Matches,1,0,0,9,4,0,29,4,10,0,2,0,38,7,21,25.0,0,7,1,14.3,1.07,0.15,0.00,0.00,19.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,338,424,79.7,5441,1880,169,188,89.9,143,173,82.7,20,42,47.6,0,0.6,0.7,-0.6,8,24,1,1,41,336,88,11,0,1,75,2,2,0,0,0,10,23,3.53,13,3,2,7,0,1,1,0.15,0,0,0,1,0,0,25,12,8,5,9,20,60.0,6,15,8,29,16,0,525,33,166,243,122,12,525,8,40.0,10,50.0,242,1509,814,21,14,4,6,7,292,31
95,Davide Calabria,it ITA,DF,Milan,25,1996,18.8,Matches,6,0,0,16,15,1,41,25,44,1,1,0,122,13,12,52.0,1,16,2,12.5,0.85,0.11,0.06,0.50,23.9,0,0,0,1.2,1.2,0.07,-0.2,-0.2,1040,1276,81.5,17672,5902,484,518,93.4,452,524,86.3,88,187,47.1,4,1.7,1.6,+2.3,19,71,19,12,108,1076,194,18,0,5,171,5,0,5,0,6,24,37,1.97,30,2,0,7,3,1,6,0.32,5,0,0,0,1,0,71,31,32,8,38,14,62.3,23,22,15,96,34,0,1474,59,414,768,307,16,1474,3,21.4,8,57.1,755,3303,1966,26,23,2,14,7,915,80
96,Mattia Caldara,it ITA,DF,Spezia,28,1994,13.9,Matches,6,0,0,16,10,1,1,17,14,0,1,1,93,35,24,59.3,0,11,4,36.4,0.79,0.29,0.00,0.00,10.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8,461,600,76.8,8308,3214,183,220,83.2,223,270,82.6,45,93,48.4,0,0.0,0.1,0.0,1,23,1,0,35,540,58,31,0,2,9,0,0,0,0,2,4,7,0.50,7,0,0,16,0,0,1,0.07,1,0,0,0,0,0,23,10,11,2,9,5,45.0,11,23,7,40,88,2,791,145,450,304,46,17,791,2,40.0,2,40.0,380,1885,830,5,4,0,9,4,361,4
97,Luca Caldirola,it ITA,DF,Monza,31,1991,26.1,Matches,6,0,0,30,26,0,5,25,14,0,0,0,95,34,32,51.5,2,10,4,40.0,0.38,0.15,0.20,0.50,10.9,0,0,0,1.1,1.1,0.11,+0.9,+0.9,1262,1435,87.9,22342,8287,534,555,96.2,592,653,90.7,109,179,60.9,0,0.5,0.3,-0.5,4,55,4,1,63,1368,65,39,1,8,6,0,0,0,0,2,8,12,0.46,12,0,0,18,0,0,1,0.04,1,0,0,0,0,0,26,19,4,3,13,3,50.0,13,32,14,51,66,1,1636,219,891,674,75,12,1636,1,33.3,1,33.3,978,4803,2623,12,11,0,5,1,1176,13
98,Hakan Çalhanoğlu,tr TUR,MF,Inter,28,1994,26.3,Matches,3,0,0,46,26,2,167,25,27,0,0,0,193,14,15,48.3,3,55,16,29.1,2.09,0.61,0.04,0.13,26.5,10,1,1,3.1,2.3,0.04,-0.1,-0.3,1396,1677,83.2,25576,7831,637,690,92.3,546,630,86.7,180,288,62.5,6,5.0,6.0,+1.0,70,149,37,11,172,1495,177,67,5,25,6,104,33,63,0,5,12,131,4.99,75,46,0,5,4,1,11,0.42,8,3,0,0,0,0,48,17,26,5,16,24,37.2,27,30,25,73,13,1,1942,34,367,1015,581,26,1941,8,33.3,10,41.7,1167,5515,2601,46,55,6,32,12,1323,68
99,Mohamed Camara,gn GUI,MF,Roma,25,1997,7.7,Matches,3,0,0,15,7,0,6,10,10,0,0,0,59,15,8,65.2,0,11,1,9.1,1.42,0.13,0.00,0.00,23.6,1,0,0,0.6,0.6,0.06,-0.6,-0.6,252,323,78.0,4178,844,125,143,87.4,105,129,81.4,18,31,58.1,0,0.4,0.5,-0.4,3,27,3,1,30,318,4,3,2,1,1,0,0,0,0,1,6,12,1.55,6,0,0,1,1,4,0,0.00,0,0,0,0,0,0,13,3,7,3,5,13,33.3,10,5,4,23,8,0,393,10,61,262,81,8,393,7,53.8,5,38.5,233,1268,585,13,10,2,11,6,241,14
100,Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,21,2000,14.3,Matches,5,1,1,25,60,1,41,9,22,1,0,0,64,3,15,16.7,6,36,14,38.9,2.52,0.98,0.17,0.43,18.1,0,0,0,3.4,3.4,0.09,+2.6,+2.6,321,432,74.3,4556,930,194,219,88.6,86,119,72.3,19,34,55.9,1,1.1,1.6,-0.1,15,19,18,5,42,420,10,1,0,0,7,1,0,0,0,2,25,53,3.71,31,1,3,1,10,3,7,0.49,1,1,2,1,2,0,30,11,12,7,8,57,29.6,19,19,18,39,8,0,638,9,87,255,311,56,638,22,38.6,20,35.1,442,3746,1603,73,30,23,44,21,464,99
101,Andrea Cambiaso,it ITA,DF,Bologna,22,2000,24.1,Matches,2,0,0,26,30,5,56,26,34,0,0,0,154,3,24,11.1,0,17,5,29.4,0.71,0.21,0.00,0.00,20.5,0,0,0,0.9,0.9,0.05,-0.9,-0.9,1277,1521,84.0,19674,6031,686,753,91.1,472,541,87.2,83,144,57.6,3,2.4,1.6,+0.6,28,48,24,7,83,1281,238,24,0,9,211,3,1,1,0,2,37,55,2.28,43,4,4,2,2,0,7,0.29,7,0,0,0,0,0,57,34,20,3,28,60,42.4,38,26,24,83,33,1,1791,70,621,771,423,40,1791,31,51.7,24,40.0,1030,5494,2822,64,59,17,42,18,1148,105
102,Matteo Cancellieri,it ITA,FW,Lazio,20,2002,2.8,Matches,4,0,0,14,10,5,7,1,4,1,0,0,14,4,3,57.1,0,6,1,16.7,2.11,0.35,0.00,0.00,17.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,61,87,70.1,757,98,44,50,88.0,15,25,60.0,0,5,0.0,0,0.4,0.3,-0.4,3,1,1,1,2,86,1,0,0,0,1,0,0,0,0,0,4,8,2.82,4,0,1,0,2,0,0,0.00,0,0,0,0,0,0,10,5,3,2,5,9,55.6,4,4,4,11,2,0,134,2,20,50,66,16,134,3,33.3,4,44.4,88,630,346,15,8,9,13,3,97,33
103,Antonio Candreva,it ITA,"MF,DF",Salernitana,35,1987,30.3,Matches,3,1,1,7,35,10,218,17,7,0,1,0,135,2,5,28.6,7,46,20,43.5,1.52,0.66,0.15,0.35,22.2,3,0,0,3.7,3.7,0.08,+3.3,+3.3,1165,1597,72.9,19672,6882,604,660,91.5,393,536,73.3,124,285,43.5,4,4.7,4.9,-0.7,57,98,55,30,135,1350,243,53,5,25,125,61,9,26,0,4,46,99,3.27,67,22,2,3,3,0,11,0.36,9,1,0,1,0,0,17,13,2,2,11,34,28.9,27,7,4,34,32,0,1803,48,332,783,709,46,1803,8,23.5,14,41.2,1095,5625,2250,71,49,10,25,13,1300,172
104,Gianluca Caprari,it ITA,"MF,FW",Monza,29,1993,27.1,Matches,7,0,0,34,50,9,76,8,6,0,0,0,101,6,21,22.2,5,50,13,26.0,1.84,0.48,0.08,0.31,20.0,1,1,1,5.0,4.2,0.08,0.0,-0.2,853,1082,78.8,13026,2612,495,561,88.2,250,322,77.6,70,100,70.0,2,2.5,2.8,-0.5,29,56,30,4,92,1019,57,11,5,15,7,33,6,24,0,6,45,78,2.87,59,9,5,1,1,0,11,0.41,8,2,0,0,1,0,16,3,11,2,8,91,30.8,18,22,21,24,3,0,1364,7,128,668,577,103,1363,40,44.0,43,47.3,884,5535,2661,100,50,42,79,32,1089,188
105,Francesco Caputo,it ITA,FW,Sampdoria,34,1987,12.2,Matches,0,0,0,5,24,11,3,1,1,0,0,0,18,6,21,22.2,1,19,5,26.3,1.56,0.41,0.05,0.20,14.8,0,0,0,1.9,1.9,0.10,-0.9,-0.9,168,237,70.9,2130,315,96,130,73.8,43,60,71.7,8,10,80.0,0,0.5,0.6,-0.5,9,11,4,0,11,208,28,0,0,0,2,0,0,0,0,1,9,23,1.89,17,0,1,0,1,1,1,0.08,1,0,0,0,0,0,3,0,0,3,0,9,0.0,3,0,0,4,3,0,309,4,11,126,172,49,309,3,33.3,5,55.6,181,696,192,6,4,7,21,14,243,76
106,Francesco Caputo,it ITA,FW,Empoli,34,1987,19.0,Matches,1,0,0,13,22,23,6,2,2,0,0,0,36,17,29,37.0,5,40,15,37.5,2.11,0.79,0.08,0.20,12.7,0,2,2,7.5,5.9,0.16,-2.5,-2.9,235,332,70.8,2741,539,160,206,77.7,52,69,75.4,1,5,20.0,4,2.2,1.1,+1.8,20,9,3,0,21,322,10,1,1,0,2,0,0,0,0,0,14,35,1.85,29,0,0,2,1,0,5,0.26,5,0,0,0,0,0,2,0,1,1,0,12,0.0,1,7,5,4,8,0,478,10,34,207,239,103,476,1,8.3,8,66.7,288,1218,449,16,7,7,45,24,395,128
